CROP_NAME;ELEMENT;VERY_LOW;LOW;SLIGHTLY_LOW;NORMAL;HIGH;VERY_HIGH;VERY_LOW_COMMENTS;LOW_COMMENTS;SLIGHTLY_LOW_COMMENTS;NORMAL_COMMENTS;HIGH_COMMENTS;VERY_HIGH_COMMENTS;
POTATO (ATLANTIC) (278);P;0,19;0,20;0,30;0,40;0,88;0,89;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
POTATO (ATLANTIC) (374);NO3N;0,29;0,30;0,44;0,59;99,99;100,00;####;####;####;####;####;####;
POTATO (ATLANTIC) (245);CA;0,29;0,30;0,45;0,60;1,20;1,21;####;####;####;####;####;####;
POTATO (ATLANTIC) (278);CA;0,29;0,30;0,45;0,60;1,20;1,21;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis#YaraVita BORTRAC##Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis#YaraVita BORTRAC##Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis#YaraVita BORTRAC##Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;Apply maintenance levels for calcium#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;High levels of calcium should not create prolems for potato####;Very high levels of calcium should not create problems for potato####;
POTATO (ATLANTIC) (365);NO3N;0,34;0,35;0,52;0,69;99,99;100,00;####;####;####;####;####;####;
POTATO (ATLANTIC) (257);CA;0,37;0,38;0,56;0,75;1,50;1,51;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis#YaraVita BORTRAC##Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis#YaraVita BORTRAC##Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis#YaraVita BORTRAC##Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;Apply maintenance levels for calcium#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#2-3 Applications with 10-14 day intervals, following petiole analysis;High levels of calcium should not create prolems for potato####;Very high levels of calcium should not create problems for potato####;
POTATO (ATLANTIC) (288);CA;0,37;0,38;0,56;0,75;1,50;1,51;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results#YaraVita BORTRAC##Water rate: 200L/ha#Required based on petiole results;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results#YaraVita BORTRAC##Water rate: 200L/ha#Required based on petiole results;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results#YaraVita BORTRAC##Water rate: 200L/ha#Required based on petiole results;Apply maintenance levels for Calcium#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results;High levels of calcium should not create problems for potato####;Very high levels of calcium should not create problems for potato####;
POTATO (ATLANTIC) (299);NO3N;0,39;0,40;0,59;0,79;2,00;2,01;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (356);NO3N;0,39;0,40;0,59;0,79;2,00;2,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (299);CA;0,59;0,60;0,90;1,20;3,00;3,01;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results#YaraVita BORTRAC##Water rate: 200L/ha#Required based on petiole results;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results#YaraVita BORTRAC##Water rate: 200L/ha#Required based on petiole results;Calcium deficiency causes internal browning and hollow tubers#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results#YaraVita BORTRAC##Water rate: 200L/ha#Required based on petiole results;Apply maintenance levels for Calcium#YaraVita STOPIT#5L/ha#Water rate: 200L/ha#Required based on petiole results;High levels of calcium should not create problems for potato####;Very high levels of calcium should not create problems for potato####;
POTATO (ATLANTIC) (288);NO3N;0,64;0,65;0,97;1,29;2,50;2,51;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (356);CA;0,69;0,70;1,05;1,40;3,50;3,51;####;####;####;####;####;####;
POTATO (ATLANTIC) (365);CA;0,70;0,71;1,06;1,41;3,50;3,51;####;####;####;####;####;####;
POTATO (ATLANTIC) (374);CA;0,70;0,71;1,06;1,41;3,50;3,51;####;####;####;####;####;####;
POTATO (ATLANTIC) (257);NO3N;0,89;0,90;1,34;1,79;2,50;2,51;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (278);NO3N;1,14;1,15;1,73;2,30;3,00;3,01;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (245);NO3N;1,24;1,25;1,88;2,50;3,50;3,51;####;####;####;####;####;####;
POTATO (ATLANTIC) (374);K;1,74;1,75;2,63;3,50;10,00;10,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (245);N;2,24;2,25;3,37;3,00;4,50;4,51;####;####;####;####;####;####;
POTATO (ATLANTIC) (278);N;2,24;2,25;3,37;3,00;4,50;4,51;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (257);N;2,24;2,25;3,37;4,49;6,50;6,51;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (288);N;2,24;2,25;3,37;3,99;6,50;6,51;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (299);N;2,24;2,25;3,37;2,79;4,00;4,01;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ATLANTIC) (356);N;2,24;2,25;3,37;2,49;4,00;4,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (365);N;2,24;2,25;3,37;2,49;4,00;4,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (374);N;2,24;2,25;3,37;2,49;4,00;4,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (257);CU;3,99;4,00;6,00;8,00;25,00;25,01;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Good level####;May be due to pesticide application.####;May be due to pesticide application.####;
POTATO (ATLANTIC) (288);CU;3,99;4,00;6,00;8,00;25,00;25,01;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Good level####;May be due to pesticide application.####;May be due to pesticide application.####;
POTATO (ATLANTIC) (299);CU;3,99;4,00;6,00;8,00;25,00;25,01;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Good level####;May be due to pesticide application.####;May be due to pesticide application.####;
POTATO (ATLANTIC) (356);CU;3,99;4,00;6,00;8,00;25,00;25,01;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Good level####;May be due to pesticide application.####;May be due to pesticide application.####;
POTATO (ATLANTIC) (365);CU;3,99;4,00;6,00;8,00;35,00;35,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (374);CU;3,99;4,00;6,00;8,00;25,00;25,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (299);K;3,99;4,00;6,00;8,00;13,00;13,01;Potash ( K - Potassium ) is very important during the tuber bulking process and for plant water retention ( drought stress ) #YaraVita AGRIPOTASH#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals as soon as first formed tubers are 0.5 inch ( 1.3 cm) in diameter.  Continue to monitor crop with petiole analysis.;Potash ( K - Potassium ) is very important during the tuber bulking process and for plant water retention ( drought stress ) #YaraVita AGRIPOTASH#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals as soon as first formed tubers are 0.5 inch ( 1.3 cm) in diameter.  Continue to monitor crop with petiole analysis.;Potash ( K - Potassium ) is very important during the tuber bulking process and for plant water retention ( drought stress ) #YaraVita AGRIPOTASH#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals as soon as first formed tubers are 0.5 inch ( 1.3 cm) in diameter.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Monitor crop with petiole analysis.####;Monitor crop with petiole analysis.####;
POTATO (ATLANTIC) (356);K;3,99;4,00;6,00;8,00;13,00;13,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (257);K;4,64;4,65;6,97;9,29;12,00;12,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (288);K;4,64;4,65;6,97;9,29;12,00;12,01;Potash ( K - Potassium ) is very important during the tuber bulking process and for plant water retention ( drought stress ) #YaraVita AGRIPOTASH#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals as soon as first formed tubers are 0.5 inch ( 1.3 cm) in diameter.  Continue to monitor crop with petiole analysis.;Potash ( K - Potassium ) is very important during the tuber bulking process and for plant water retention ( drought stress ) #YaraVita AGRIPOTASH#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals as soon as first formed tubers are 0.5 inch ( 1.3 cm) in diameter.  Continue to monitor crop with petiole analysis.;Potash ( K - Potassium ) is very important during the tuber bulking process and for plant water retention ( drought stress ) #YaraVita AGRIPOTASH#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals as soon as first formed tubers are 0.5 inch ( 1.3 cm) in diameter.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Monitor crop with petiole analysis.####;Monitor crop with petiole analysis.####;
POTATO (ATLANTIC) (245);CU;4,99;5,00;7,50;10,00;40,00;40,01;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Apply 7-14 days after 100% emergence;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Apply 7-14 days after 100% emergence;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Apply 7-14 days after 100% emergence;Good level####;May be due to pesticide application.####;May be due to pesticide application.####;
POTATO (ATLANTIC) (278);CU;4,99;5,00;7,50;10,00;40,00;40,01;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Copper deficiency causes permanent wilting of plants. Particularly young leaves roll in. Leaf tips and margins may drie off.#YaraVita COPTRAC#0.5L/ha#Water rate: 200L/ha#Required based on petiole analysis;Good level####;May be due to pesticide application.####;May be due to pesticide application.####;
POTATO (ATLANTIC) (245);K;4,99;5,00;7,50;10,00;14,00;14,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (278);K;4,99;5,00;7,50;10,00;14,00;14,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (257);B;14,49;14,50;21,75;29,00;80,00;80,01;"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"Boron is linked to calcium mobility in the plant.  Apply corrections to maintain a good level of boron in the plant and decrease the possibility of ""hollow heart"" and poor potato storability#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;
