CROP_NAME;ELEMENT;VERY_LOW;LOW;SLIGHTLY_LOW;NORMAL;HIGH;VERY_HIGH;VERY_LOW_COMMENTS;LOW_COMMENTS;SLIGHTLY_LOW_COMMENTS;NORMAL_COMMENTS;HIGH_COMMENTS;VERY_HIGH_COMMENTS;
POTATO (ATLANTIC) (288);B;14,49;14,50;21,75;29,00;80,00;80,01;"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"Boron is linked to calcium mobility in the plant.  Apply corrections to maintain a good level of boron in the plant and decrease the possibility of ""hollow heart"" and poor potato storability#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;
POTATO (ATLANTIC) (299);B;14,49;14,50;21,75;29,00;80,00;80,01;"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"Boron is linked to calcium mobility in the plant.  Apply corrections to maintain a good level of boron in the plant and decrease the possibility of ""hollow heart"" and poor potato storability#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;
POTATO (ATLANTIC) (365);B;14,49;14,50;21,75;29,00;80,00;80,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (374);ZN;14,49;14,50;21,75;29,00;150,00;150,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (356);B;14,99;15,00;22,50;30,00;80,00;80,01;"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"Boron is linked to calcium mobility in the plant.  Apply corrections to maintain a good level of boron in the plant and decrease the possibility of ""hollow heart"" and poor potato storability#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;
POTATO (ATLANTIC) (374);B;14,99;15,00;22,50;30,00;80,00;80,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (365);ZN;14,99;15,00;22,50;30,00;150,00;150,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (257);ZN;16,99;17,00;25,50;34,00;300,00;300,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (288);ZN;16,99;17,00;25,50;34,00;150,00;150,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (299);ZN;16,99;17,00;25,50;34,00;150,00;150,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (245);B;17,49;17,50;26,25;35,00;80,00;80,01;"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.";"Boron is linked to calcium mobility in the plant.  Apply corrections to maintain a good level of boron in the plant and decrease the possibility of ""hollow heart"" and poor potato storability#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.";Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;
POTATO (ATLANTIC) (278);B;17,49;17,50;26,25;35,00;80,00;80,01;"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"As boron is important for cell division and an aid in calcium mobility, low levels can increase the incidence of ""hollow heart"" and poor storage quality. Potato has a relatively low requirement hence deficiency symptoms occurs mainly on soils with poor boron content (weathered sandy soils) or soils with a high fixing capacity (recently limed, peat soils, pH > 7)#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";"Boron is linked to calcium mobility in the plant.  Apply corrections to maintain a good level of boron in the plant and decrease the possibility of ""hollow heart"" and poor potato storability#YaraVita  BORTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis";Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;Potatoes can be sensitive to boron toxicity. Avoid future boron applications.####;
POTATO (ATLANTIC) (356);ZN;17,49;17,50;26,25;35,00;150,00;150,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (365);MN;19,49;19,50;29,25;39,00;300,00;300,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (374);MN;19,49;19,50;29,25;39,00;300,00;300,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (245);ZN;19,99;20,00;30,00;40,00;150,00;150,01;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (278);ZN;19,99;20,00;30,00;40,00;150,00;150,01;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Zinc is important for many enzyme systems and early plant growth. Low levels may result in smaller leaf area an ultimately reduced photosynthetic activity by the plant.(less carbohydrate production, reduced yield)#YaraVita ZINTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;A high level should not present problems for this crop and may be caused by pesticide residue####;A high level should not present problems for this crop and may be caused by pesticide residue####;
POTATO (ATLANTIC) (245);MN;29,99;30,00;45,00;60,00;400,00;400,01;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;
POTATO (ATLANTIC) (278);MN;29,99;30,00;45,00;60,00;400,00;400,01;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;
POTATO (ATLANTIC) (257);MN;29,99;30,00;45,00;60,00;300,00;300,01;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#1 week after 100% emergence. For moderate to severe deficiency, repeat applications may be necessary at 10-14 day intervals.;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;
POTATO (ATLANTIC) (288);MN;29,99;30,00;45,00;60,00;400,00;400,01;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;
POTATO (ATLANTIC) (299);MN;29,99;30,00;45,00;60,00;400,00;400,01;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Manganese is important for photosynthesis, nitrate reduction and protein synthesis.  Boosts bulking. Increases the yield of tubers. Improves disease resistance. Improves skin finish. Increases tuber dry matter content. Increases starch levels.#YaraVita  MANTRAC#1L/ha#Water rate: 200L/ha#Required based on petiole analysis;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;Check soil levels for manganese toxicity. These levels could also result from pesticide contamination.####;
POTATO (ATLANTIC) (356);MN;29,99;30,00;45,00;60,00;400,00;400,01;####;####;####;####;####;####;
POTATO (ATLANTIC) (257);FE;49,49;49,50;74,25;99,00;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (288);FE;49,49;49,50;74,25;99,00;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (299);FE;49,49;49,50;74,25;99,00;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (365);FE;49,49;49,50;74,25;99,00;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (374);FE;49,49;49,50;74,25;99,00;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (356);FE;49,99;50,00;75,00;100,00;250,00;250,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (245);FE;74,99;75,00;112,50;150,00;450,00;450,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ATLANTIC) (278);FE;74,99;75,00;112,50;150,00;450,00;450,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
